Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Hoenn Safari Zone Area 2,Doduo,84,1,1,0,28,32,Sharp Beak,0,Common
Hoenn Safari Zone Area 2,Helioptile,694,1,1,1,22,26,,1,Rare
Hoenn Safari Zone Area 2,Lombre,271,1,1,1,28,32,Mental Herb,0,Common
Hoenn Safari Zone Area 2,Natu,177,1,1,1,28,32,,0,Common
Hoenn Safari Zone Area 2,Oddish,43,0,0,1,28,32,,0,Common
Hoenn Safari Zone Area 2,Plusle,311,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 2,Seviper,336,1,1,1,28,32,Shed Shell,0,Uncommon
Hoenn Safari Zone Area 2,Shroomish,285,1,1,1,28,32,Kebia Berry,0,Uncommon
Hoenn Safari Zone Area 2,Zigzagoon,263,1,1,1,26,30,Oran Berry,0,Common
Hoenn Safari Zone Area 3,Absol,359,1,1,1,28,32,,0,Rare
Hoenn Safari Zone Area 3,Cacnea,331,1,1,1,28,32,Sticky Barb,0,Common
Hoenn Safari Zone Area 3,Dodrio,85,1,1,1,16,20,Sharp Beak,0,Common
Hoenn Safari Zone Area 3,Fletchling,661,1,1,1,28,32,,1,Rare
Hoenn Safari Zone Area 3,Pineco,204,1,1,1,28,32,Custap Berry,0,Rare
Hoenn Safari Zone Area 3,Rhyhorn,111,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 3,Seedot,273,1,1,1,28,32,,0,Common
Hoenn Safari Zone Area 3,Skitty,300,1,1,1,28,32,Chilan Berry,0,Uncommon
Hoenn Safari Zone Area 3,Spoink,325,1,1,1,28,32,Tanga Berry,0,Uncommon
Hoenn Safari Zone Area 4,Baltoy,343,1,1,1,22,26,Light Clay,0,Uncommon
Hoenn Safari Zone Area 4,Duskull,355,0,1,0,28,32,Kasib Berry,0,Uncommon
Hoenn Safari Zone Area 4,Geodude,74,1,1,1,18,22,Hard Stone,0,Common
Hoenn Safari Zone Area 4,Graveler,75,1,1,1,18,22,Hard Stone,0,Common
Hoenn Safari Zone Area 4,Litleo,667,1,0,1,14,18,,1,Rare
Hoenn Safari Zone Area 4,Nincada,290,0,1,0,28,32,Soft Sand,0,Rare
Hoenn Safari Zone Area 4,Phanpy,231,1,0,0,22,26,Passho Berry,0,Uncommon
Hoenn Safari Zone Area 4,Rhyhorn,111,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 4,Shuppet,353,0,0,1,20,25,Spell Tag,0,Uncommon
Hoenn Safari Zone Area 4,Teddiursa,216,1,1,1,28,32,,0,Common
Hoenn Safari Zone Area 4,Torchic,255,1,0,1,28,32,,0,Rare
Hoenn Safari Zone Area 4,Trapinch,328,0,1,0,28,32,Soft Sand,0,Rare
Hoenn Safari Zone Area 5,Electrike,309,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 5,Mareep,179,1,1,1,12,16,Shuca Berry,0,Common
Hoenn Safari Zone Area 5,Nosepass,299,1,1,1,23,24,Magnet,0,Rare
Hoenn Safari Zone Area 5,Plusle,311,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 5,Ralts,280,1,1,1,28,32,Dawn Stone,0,Rare
Hoenn Safari Zone Area 5,Sunkern,191,1,1,1,28,32,Coba Berry,0,Common
Hoenn Safari Zone Area 5,Taillow,276,1,1,1,28,32,Charti Berry,0,Common
Hoenn Safari Zone Area 5,Volbeat,313,1,1,1,28,32,Figy Berry,0,Uncommon
Hoenn Safari Zone Area 5,Zangoose,335,1,1,1,28,32,Quick Claw,0,Rare
Hoenn Safari Zone Area 6,Aipom,190,0,1,0,28,32,,0,Uncommon
Hoenn Safari Zone Area 6,Houndour,228,0,0,1,28,32,Charcoal,0,Rare
Hoenn Safari Zone Area 6,Illumise,314,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 6,Mightyena,262,1,1,1,28,32,Pecha Berry,0,Common
Hoenn Safari Zone Area 6,Minccino,572,1,1,0,14,18,Shiny Stone,1,Rare
Hoenn Safari Zone Area 6,Poochyena,261,1,1,1,28,32,Pecha Berry,0,Common
Hoenn Safari Zone Area 6,Slakoth,287,1,0,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 6,Stantler,234,1,1,1,12,16,,0,Common
Hoenn Safari Zone Area 6,Treecko,252,1,1,1,28,32,,0,Rare
Hoenn Safari Zone Area 6,Whismur,293,0,1,0,28,32,Chesto Berry,0,Common
Howling Woods,Chikorita,152,1,1,1,26,30,,0,Rare
Howling Woods,Drowzee,96,1,1,1,26,30,,0,Common
Howling Woods,Duskull,355,1,1,1,26,30,Kasib Berry,0,Uncommon
Howling Woods,Marill,183,1,1,1,26,30,,0,Uncommon
Howling Woods,Poochyena,261,1,1,1,26,30,Pecha Berry,0,Common
Howling Woods,Seedot,273,1,1,1,26,30,Power Herb,0,Common
Howling Woods,Slakoth,287,1,1,1,26,30,,0,Uncommon
Howling Woods,Spiritomb,442,1,1,1,26,29,,0,Rare
Ice Island Cave,Delibird,225,1,1,1,25,30,,0,Common
Ice Island Cave,Rhyhorn,111,1,1,1,25,30,Protector,0,Uncommon
Ice Island Cave,Seel,86,1,1,1,25,30,Aspear Berry,0,Common
Ice Island Cave,Smoochum,238,1,1,1,25,30,Aspear Berry,0,Rare
Ice Island Cave,Sneasel,215,1,1,1,25,30,Razor Claw,0,Uncommon
Ice Island Cave,Snorunt,361,1,1,1,25,30,Babiri Berry,0,Uncommon
Ice Island Cave,Spheal,363,1,1,1,25,30,,0,Uncommon
Ice Island Cave,Swinub,220,1,1,1,25,30,Aspear Berry,0,Common
Ice Path 1F,Chingling,433,1,1,1,38,42,Colbur Berry,0,Uncommon
Ice Path 1F,Delibird,225,1,1,1,38,42,,0,Common
Ice Path 1F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path 1F,Jynx,124,1,1,1,38,42,Aspear Berry,0,Rare
Ice Path 1F,Piloswine,221,1,1,1,25,27,Never-Melt Ice,0,Common
Ice Path 1F,Swinub,220,1,1,1,25,27,Aspear Berry,0,Common
Ice Path 1F,Zubat,41,1,1,1,38,42,,0,Common
Ice Path B1F,Cubchoo,613,1,1,1,30,32,Aspear Berry,1,Rare
Ice Path B1F,Delibird,225,1,1,1,38,42,,0,Common
Ice Path B1F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path B1F,Piloswine,221,1,1,1,25,27,,0,Common
Ice Path B1F,Swinub,220,1,1,1,27,27,Aspear Berry,0,Common
Ice Path B1F,Zubat,41,1,1,1,38,42,,0,Common
Ice Path B2F,Absol,359,1,1,1,38,42,,1,Rare
Ice Path B2F,Delibird,225,1,1,1,38,42,,0,Common
Ice Path B2F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path B2F,Sneasel,215,1,1,1,38,42,Razor Claw,0,Uncommon
Ice Path B2F,Swinub,220,1,1,1,27,27,,0,Common
Ice Path B2F,Zubat,41,1,1,1,38,42,,0,Common
Ice Path B3F,Delibird,225,1,1,1,38,42,,0,Common
Ice Path B3F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path B3F,Piloswine,221,1,1,1,25,27,,0,Common
Ice Path B3F,Smoochum,238,1,1,1,38,42,Aspear Berry,0,Rare
Ice Path B3F,Sneasel,215,1,1,1,38,42,Razor Claw,0,Uncommon
Ice Path B3F,Snorunt,361,1,1,1,38,42,Babiri Berry,1,Uncommon
Ice Path B3F,Swinub,220,1,1,1,25,27,Aspear Berry,0,Common
Icefall Back Cave,Dewgong,87,1,1,1,41,45,,0,Common
Icefall Back Cave,Golbat,42,1,1,1,41,45,,0,Common
Icefall Back Cave,Psyduck,54,1,1,1,41,45,,0,Common
Icefall Back Cave,Seel,86,1,1,1,41,45,,0,Common
Icefall Back Cave,Slowpoke,79,1,1,1,41,45,Lagging Tail,0,Common
Icefall Back Cave,Zubat,41,1,1,1,41,45,,0,Common
Icefall Cave 1F,Delibird,225,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave 1F,Golbat,42,1,1,1,30,34,,0,Common
Icefall Cave 1F,Seel,86,1,1,1,30,34,,0,Common
Icefall Cave 1F,Sneasel,215,1,1,1,30,34,Razor Claw,1,Rare
Icefall Cave 1F,Swinub,220,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave 1F,Zubat,41,1,1,1,30,34,,0,Common
Icefall Cave B1F,Delibird,225,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave B1F,Golbat,42,1,1,1,30,34,,0,Common
Icefall Cave B1F,Seel,86,1,1,1,30,34,,0,Common
Icefall Cave B1F,Sneasel,215,1,1,1,30,34,Razor Claw,0,Rare
Icefall Cave B1F,Swinub,220,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave B1F,Zubat,41,1,1,1,30,34,,0,Common
Icefall Cave Entrance,Dewgong,87,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Golbat,42,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Psyduck,54,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Seel,86,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Slowpoke,79,1,1,1,43,49,Lagging Tail,0,Common
Icefall Cave Entrance,Zubat,41,1,1,1,43,49,,0,Common
Ilex Forest,Beedrill,15,0,0,1,10,14,Poison Barb,0,Common
Ilex Forest,Butterfree,12,1,1,0,10,14,Silver Powder,0,Common
Ilex Forest,Carnivine,455,1,1,1,10,14,,1,Uncommon
Ilex Forest,Caterpie,10,1,1,0,10,14,Pomeg Berry,0,Common
Ilex Forest,Farfetchd,83,1,1,1,10,14,Stick,0,Uncommon
Ilex Forest,Foongus,590,1,1,1,10,14,Tiny Mushroom,1,Rare
Ilex Forest,Noctowl,164,1,1,1,10,14,,0,Common
Ilex Forest,Pansage,511,1,1,1,10,14,Occa Berry,0,Uncommon
Ilex Forest,Paras,46,1,1,1,10,14,Tiny Mushroom,0,Common
Ilex Forest,Pichu,172,1,1,1,10,14,Oran Berry,0,Rare
Ilex Forest,Pineco,204,1,1,1,5,5,Custap Berry,0,Rare
Ilex Forest,Weedle,13,0,0,1,10,14,Kelpsy Berry,0,Common
Illusory Forest,Cacturne,332,1,1,1,25,30,,0,Common
Illusory Forest,Chingling,433,1,1,1,25,30,Colbur Berry,0,Uncommon
Illusory Forest,Farfetchd,83,1,1,1,25,30,Stick,0,Uncommon
Illusory Forest,Golett,622,1,1,1,10,15,Light Clay,0,Rare
Illusory Forest,Phantump,708,1,1,1,25,27,Spell Tag,0,Rare
Illusory Forest,Seedot,273,1,1,1,25,30,Power Herb,0,Common
Illusory Forest,Slakoth,287,1,1,1,25,30,,0,Uncommon
Illusory Forest,Weezing,110,1,1,1,25,27,Smoke Ball,0,Common
Iron Island 1F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Iron Island 1F,Marowak,105,1,1,1,30,30,Thick Club,0,Uncommon
Iron Island 1F,Rhyhorn,111,1,1,1,32,36,,0,Uncommon
Iron Island 1F,Sandshrew,27,1,1,1,32,36,Quick Claw,0,Common
Iron Island 1F,Sandslash,28,1,1,1,32,36,Soft Sand,0,Common
Iron Island 1F,Torkoal,324,1,1,1,32,36,Heat Rock,0,Uncommon
Iron Island B1F L,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B1F L,Machop,66,1,1,1,32,36,,0,Common
Iron Island B1F L,Medicham,308,1,1,1,32,36,,0,Rare
Iron Island B1F L,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B1F L,Scraggy,559,1,1,1,25,30,,1,Rare
Iron Island B1F L,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island B1F L,Zubat,41,1,1,1,32,36,,0,Common
Iron Island B1F R,Golbat,42,1,1,1,32,36,,0,Common
Iron Island B1F R,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B1F R,Machoke,67,1,1,1,32,36,,0,Common
Iron Island B1F R,Machop,66,1,1,1,32,36,,0,Common
Iron Island B1F R,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B1F R,Pawniard,624,0,0,1,37,41,,1,Rare
Iron Island B1F R,Sableye,302,1,1,1,32,36,,0,Rare
Iron Island B1F R,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island B1F R,Zubat,41,1,1,1,32,36,,0,Common
Iron Island B2F L,Golbat,42,1,1,1,32,36,,0,Common
Iron Island B2F L,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B2F L,Mawile,303,1,1,1,32,36,,1,Rare
Iron Island B2F L,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B2F L,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island B2F L,Zubat,41,1,1,1,32,36,,0,Common
Iron Island B2F R,Crobat,169,1,1,1,35,39,,0,Uncommon
Iron Island B2F R,Geodude,74,1,1,1,32,36,,0,Common
Iron Island B2F R,Golbat,42,1,1,1,32,36,,0,Common
Iron Island B2F R,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B2F R,Klink,599,0,1,0,32,36,,0,Rare
Iron Island B2F R,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B2F R,Pawniard,624,1,1,1,32,36,,0,Rare
Iron Island Exit Room,Golbat,42,1,1,1,32,36,,0,Common
Iron Island Exit Room,Golbat,42,1,1,1,32,36,,0,Common
Iron Island Exit Room,Graveler,75,1,1,1,32,36,,0,Common
Iron Island Exit Room,Makuhita,296,1,1,1,32,36,,0,Uncommon
Iron Island Exit Room,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island Exit Room,Riolu,447,1,1,1,10,14,,1,Rare
Iron Island Exit Room,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island Exit Room,Zubat,41,1,1,1,32,36,,0,Common
Isolated Forest,Budew,406,1,1,1,30,32,Poison Barb,0,Uncommon
Isolated Forest,Hawlucha,701,1,1,1,30,32,King's Rock,0,Rare
Isolated Forest,Meditite,307,1,1,1,27,27,Expert Belt,0,Rare
Isolated Forest,Pidgeotto,17,1,1,1,30,32,Nocturnal Feather,0,Common
Isolated Forest,Pidgey,16,1,1,1,30,32,,0,Common
Isolated Forest,Rattata,19,1,1,1,30,30,Rattata Hair,0,Common
Isolated Forest,Solosis,577,1,1,1,33,36,Persim Berry,1,Rare
Isolated Forest,Spinda,327,1,1,1,30,32,Chesto Berry,0,Uncommon
Jagged Pass,Castform,351,1,1,1,23,27,,0,Rare
Jagged Pass,Darumaka,554,1,1,1,23,26,Rawst Berry,1,Rare
Jagged Pass,Mankey,56,1,1,1,23,27,,0,Common
Jagged Pass,Numel,322,1,1,1,23,27,Rawst Berry,0,Uncommon
Jagged Pass,Ponyta,77,1,1,1,23,27,,0,Uncommon
Jagged Pass,Primeape,57,1,1,1,23,27,Black Belt,0,Common
Jagged Pass,Slugma,218,1,1,1,23,27,,0,Common
Jagged Pass,Spinda,327,1,1,1,23,27,Chesto Berry,0,Uncommon
Jagged Pass,Spoink,325,1,1,1,23,27,Tanga Berry,0,Uncommon
Jura Cave,Baltoy,343,1,1,1,20,24,Light Clay,1,Uncommon
Jura Cave,Geodude,74,1,1,1,20,23,Hard Stone,1,Common
Jura Cave,Honedge,679,1,1,1,20,24,Liechi Berry,1,Rare
Jura Cave,Onix,95,1,1,1,20,24,Ganlon Berry,1,Common
Jura Cave,Sableye,302,1,1,1,25,29,Enigma Berry,1,Rare
Jura Cave,Whismur,293,1,1,1,20,24,Chesto Berry,1,Common
Jura Cave,Zangoose,335,1,1,1,20,24,Quick Claw,1,Rare
Kalijodo Cave B1F,Loudred,294,1,1,1,30,34,Chesto Berry,0,Common
Kalijodo Cave B1F,Marill,183,1,1,1,30,30,,0,Uncommon
Kalijodo Cave B1F,Misdreavus,200,1,1,1,30,34,Spell Tag,0,Uncommon
Kalijodo Cave B1F,Pawniard,624,1,1,1,24,27,,0,Rare
Kalijodo Cave B1F,Pikachu,25,1,1,1,30,34,Light Ball,0,Uncommon
Kalijodo Cave B1F,Raticate,20,1,1,1,30,34,Sitrus Berry,0,Common
Kalijodo Cave B1F,Rattata,19,1,1,1,30,30,,0,Common
Kalijodo Cave B1F,Rattata-Alolan,3057,1,1,1,24,27,,1,Rare
Kalijodo Cave B1F,Whismur,293,1,1,1,30,34,Chesto Berry,0,Common
Kalijodo Cave B2F,Abra,63,1,1,1,30,34,Twisted Spoon,0,Uncommon
Kalijodo Cave B2F,Bronzor,436,1,1,1,30,34,Metal Coat,0,Common
Kalijodo Cave B2F,Chespin,650,1,1,1,23,25,,0,Rare
Kalijodo Cave B2F,Gible,443,1,1,1,30,30,Haban Berry,0,Rare
Kalijodo Cave B2F,Golbat,42,1,1,1,30,34,,0,Common
Kalijodo Cave B2F,Marill,183,1,1,1,30,30,,0,Uncommon
Kalijodo Cave B2F,Raticate,20,1,1,1,30,34,Sitrus Berry,0,Common
Kalijodo Cave B2F,Rattata,19,1,1,1,30,30,,0,Common
Kalijodo Cave B2F,Sandshrew-Alolan,3060,1,1,1,30,30,,1,Rare
Kalijodo Path,Dustox,269,1,1,1,32,34,Silver Powder,0,Common
Kalijodo Path,Grimer-Alolan,3071,1,1,1,32,34,,1,Rare
Kalijodo Path,Munchlax,446,1,1,1,32,34,Leftovers,0,Rare
Kalijodo Path,Ponyta,77,1,1,1,32,34,Rawst Berry,0,Uncommon
Kalijodo Path,Raticate,20,1,1,1,32,34,Sitrus Berry,0,Common
Kalijodo Path,Sentret,161,1,1,1,32,34,Oran Berry,0,Common
Kalijodo Path,Shroomish,285,1,1,1,32,34,Kebia Berry,0,Uncommon
Kalijodo Path,Vulpix,37,1,1,1,32,34,Rawst Berry,0,Uncommon
Kindle Road,Fearow,22,1,1,0,34,38,Sharp Beak,0,Common
Kindle Road,Meowth,52,0,0,1,34,38,,0,Common
Kindle Road,Numel,322,1,1,1,34,38,Charcoal,1,Uncommon
Kindle Road,Persian,53,0,0,1,34,38,,0,Common
Kindle Road,Ponyta,77,0,1,0,34,38,,0,Uncommon
Kindle Road,Psyduck,54,1,1,1,34,38,,0,Common
Kindle Road,Rapidash,78,0,1,0,34,38,,0,Uncommon
Kindle Road,Slowpoke,79,1,1,1,34,38,Lagging Tail,0,Common
Kindle Road,Spearow,21,1,1,0,34,38,Sharp Beak,0,Common
Lake Acuity,Bibarel,400,1,1,1,35,41,,0,Uncommon
Lake Acuity,Chingling,433,1,1,1,35,41,,0,Uncommon
Lake Acuity,Froslass,478,0,0,1,35,41,,0,Rare
Lake Acuity,Golduck,55,1,1,1,35,41,,0,Common
Lake Acuity,Noctowl,164,1,1,1,35,41,,0,Common
Lake Acuity,Psyduck,54,1,1,1,35,41,,0,Common
Lake Acuity,Sneasel,215,1,1,1,35,41,,0,Rare
Lake Acuity,Snorunt,361,1,1,1,35,41,,0,Uncommon
Lake Acuity,Snover,459,1,1,0,31,35,,0,Rare
Lake Cave,Geodude,74,1,1,1,20,23,Hard Stone,0,Common
Lake Cave,Gligar,207,1,1,1,26,30,Iron Ball,0,Rare
Lake Cave,Golbat,42,1,1,1,26,30,,0,Common
Lake Cave,Marill,183,1,1,1,26,30,,0,Uncommon
Lake Cave,Misdreavus,200,1,1,1,26,30,Spell Tag,0,Uncommon
Lake Cave,Quagsire,195,1,1,1,26,30,,0,Common
Lake Cave,Skorupi,451,1,1,1,26,30,Lansat Berry,0,Rare
Lake Cave,Zubat,41,1,1,1,26,30,,0,Common
Lake Of Rage,Bonsly,438,1,1,1,36,40,,1,Rare
Lake Of Rage,Farfetchd,83,1,1,1,36,40,Stick,0,Uncommon
Lake Of Rage,Furret,162,1,1,1,36,40,Oran Berry,0,Common
Lake Of Rage,Girafarig,203,1,1,0,36,40,Persim Berry,0,Common
Lake Of Rage,Sentret,161,1,1,1,36,40,Oran Berry,0,Common
Lake Of Rage,Sudowoodo,185,1,1,1,36,40,,0,Rare
Lake Of Rage,Venomoth,49,0,0,1,36,40,Silver Powder,0,Common
Lake Of Rage,Venonat,48,1,1,1,36,40,,0,Common
Lake Valor,Bibarel,400,1,1,1,35,39,,0,Common
Lake Valor,Chingling,433,1,1,1,35,39,,0,Uncommon
Lake Valor,Golduck,55,1,1,1,35,39,,0,Common
Lake Valor,Lickitung,108,1,1,1,35,39,,0,Uncommon
Lake Valor,Noctowl,164,1,1,1,35,39,,0,Common
Lake Valor,Psyduck,54,1,1,1,35,39,,0,Common
Lake Valor,Staravia,397,1,1,1,35,39,,0,Uncommon
Lake Valor,Wobbuffet,202,1,1,1,35,39,,1,Rare
Lake Verity,Cherubi,420,1,1,1,2,5,,0,Common
Lake Verity,Psyduck,54,1,1,1,2,5,,0,Common
Lake Verity,Starly,396,1,1,1,2,5,,0,Uncommon
Lake Verity,Surskit,283,1,1,1,2,5,,0,Uncommon
Lake Verity,Wynaut,360,1,1,1,6,9,,0,Rare
Lavender Town Graveyard,Gastly,92,1,1,1,15,19,,0,Common
Lavender Town Graveyard,Golbat,42,1,1,1,23,28,,0,Common
Lavender Town Graveyard,Haunter,93,1,1,1,15,19,Spell Tag,0,Common
Lavender Town Graveyard,Misdreavus,200,1,1,1,23,28,Spell Tag,1,Uncommon
Lavender Town Graveyard,Phantump,708,1,0,1,23,28,Spell Tag,1,Rare
Lavender Town Graveyard,Pumpkaboo,710,0,1,0,23,28,Miracle Seed,1,Rare
Lavender Town Graveyard,Raticate,20,1,1,1,23,28,Sitrus Berry,0,Common
Lavender Town Graveyard,Yamask,562,1,1,1,23,28,Spell Tag,0,Rare
Leev Town,Beautifly,267,1,1,1,20,24,Silver Powder,1,Common
Leev Town,Combee,415,1,1,1,20,24,Honey,1,Uncommon
Leev Town,Farfetchd,83,1,1,1,20,24,Stick,1,Uncommon
Leev Town,Hoothoot,163,1,1,1,20,24,,1,Common
Leev Town,Starly,396,1,1,1,20,24,Yache Berry,1,Common
Leev Town,Swablu,333,1,1,1,20,22,,1,Rare
Leev Town,Vullaby,629,1,1,1,25,29,,1,Rare
Leev Town Port,Hoppip,187,1,1,1,20,24,,1,Common
Leev Town Port,Jumpluff,189,1,1,1,20,24,,1,Common
Leev Town Port,Rufflet,627,1,1,1,20,24,,1,Rare
Leev Town Port,Sewaddle,540,1,1,1,20,24,,1,Rare
Leev Town Port,Spinda,327,1,1,1,20,24,Chesto Berry,1,Uncommon
Leev Town Port,Yanma,193,1,1,1,20,24,Wide Lens,1,Uncommon
Leev Town Port,Zigzagoon,263,1,1,1,20,24,,1,Common
Lightning island cave,Baltoy,343,1,1,1,20,23,Light Clay,0,Uncommon
Lightning island cave,Donphan,232,1,1,1,20,23,Passho Berry,0,Uncommon
Lightning island cave,Elekid,239,1,1,1,20,23,Electirizer,0,Rare
Lightning island cave,Graveler,75,1,1,1,20,23,Hard Stone,0,Common
Lightning island cave,Magnemite,81,1,1,1,20,23,Metal Coat,0,Common
Lightning island cave,Magneton,82,1,1,1,20,23,Metal Coat,0,Common
Lightning island cave,Pikachu,25,1,1,1,20,23,Light Ball,0,Uncommon
Lost Cave 1F1,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F1,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F1,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F1,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F1,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F1,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F10,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F10,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F10,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F10,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F10,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F10,Yamask,562,1,1,1,49,54,,0,Rare
Lost Cave 1F10,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F11,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F11,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F11,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F11,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F11,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F11,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F12,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F12,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F12,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F12,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F12,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F12,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F13,Duskull,355,0,0,1,30,48,Reaper Cloth,0,Uncommon
Lost Cave 1F13,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F13,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F13,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F13,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F13,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F13,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F14,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F14,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F14,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F14,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F14,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F14,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F2,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F2,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F2,Haunter,93,1,1,1,30,48,,0,Rare
Lost Cave 1F2,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Rare
Lost Cave 1F2,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F2,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F3,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F3,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F3,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F3,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F3,Purrloin,509,1,0,1,30,48,,0,Rare
Lost Cave 1F3,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F4,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F4,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F4,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F4,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F4,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F4,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F5,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F5,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F5,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F5,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F5,Murkrow,198,0,0,1,30,48,,0,Rare
Lost Cave 1F5,Zubat,41,1,1,1,30,48,,0,Common
Lost Cave 1F6,Gastly,92,1,1,1,30,48,,0,Common
Lost Cave 1F6,Golbat,42,1,1,1,30,48,,0,Common
Lost Cave 1F6,Haunter,93,1,1,1,30,48,,0,Uncommon
Lost Cave 1F6,Misdreavus,200,1,1,1,30,48,Spell Tag,0,Uncommon
Lost Cave 1F6,Murkrow,198,0,0,1,30,48,,0,Rare
